target,capacity,fitness,avg_eff,max_p,max_w,mean,min_p,min_w,std,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,w_0,w_1,w_2,w_3,w_4,w_5,w_6,w_7,w_8,w_9,w_10,w_11,w_12,w_13,w_14,w_15,w_16,w_17,w_18,w_19,w_20,w_21,w_22,w_23,w_24,w_25,w_26,w_27,w_28,w_29,w_30,w_31,w_32,w_33,w_34,w_35,w_36,w_37,w_38,w_39,w_40,w_41,w_42,w_43,w_44,w_45,w_46,w_47,w_48,w_49
GA_0.9,17583,87.72012329101562,2.9800000190734863,1000.0,982.0,506.17999267578125,59.0,4.0,295.5260925292969,850,215,183,596,264,285,891,75,695,841,335,643,250,277,622,218,918,180,592,684,753,937,871,140,458,669,457,101,177,63,672,878,799,338,340,211,727,507,824,747,654,784,695,834,271,673,305,883,1000,59,730,778,197,734,550,104,4,273,665,895,960,857,410,501,719,865,507,341,271,338,957,317,354,225,300,138,116,982,656,18,940,317,83,49,980,525,245,292,57,954,411,656,291,241,558,884,830,85,673,344
GA_0.9,20672,42.09023666381836,0.7199999690055847,999.0,992.0,516.2000122070312,4.0,75.0,286.7673034667969,673,719,703,596,144,391,623,870,850,11,889,643,709,157,115,318,33,501,621,887,753,726,427,483,691,561,999,456,706,208,4,617,211,338,404,402,727,773,779,54,776,595,901,460,421,673,313,615,730,98,664,484,715,119,979,350,992,273,394,195,843,956,313,106,465,701,858,924,221,383,75,586,354,295,930,101,116,865,452,159,940,317,152,444,846,276,245,282,958,954,411,252,203,241,773,884,537,85,684,914
GA_0.7,10463,359.0498046875,0.7099999785423279,998.0,975.0,529.0599975585938,8.0,11.0,303.8978271484375,153,997,193,185,369,463,252,493,794,811,780,168,853,836,715,8,477,249,449,998,852,260,470,966,136,154,151,145,520,945,737,371,611,993,23,828,676,626,18,284,56,377,41,502,811,410,549,902,207,267,839,171,271,756,901,662,233,453,827,208,943,776,865,958,955,265,602,491,417,934,687,796,414,377,257,890,573,575,569,781,339,967,975,438,39,450,951,53,204,720,438,11,529,231,880,425,912,859,120,788
GA_0.7,16569,194.6494140625,1.0799999237060547,979.0,998.0,475.989990234375,9.0,40.0,292.6861267089844,573,971,291,271,769,728,438,9,188,941,430,749,165,743,22,342,338,920,961,165,559,471,232,979,586,430,590,231,604,162,232,967,615,544,54,764,883,617,86,878,139,861,111,372,305,418,111,796,589,616,797,584,998,556,709,317,545,955,264,632,53,871,556,63,368,135,296,367,130,40,803,113,895,956,425,58,814,663,247,79,596,545,758,74,724,285,46,623,281,325,817,290,539,752,609,57,316,518,67,272
GA_0.7,16295,53.696434020996094,0.9699999690055847,998.0,989.0,508.44000244140625,18.0,19.0,300.06402587890625,153,709,292,729,121,463,252,493,449,549,780,379,664,642,715,963,477,249,449,998,852,756,146,733,136,154,151,930,366,945,974,371,611,993,23,828,819,332,18,284,56,377,41,126,811,222,549,902,937,267,839,171,242,756,124,662,233,453,434,208,943,109,393,338,955,553,602,941,417,934,687,796,414,377,126,730,941,575,569,781,339,967,953,19,39,702,830,539,204,720,438,183,579,280,989,425,329,617,120,33
GA_0.7,21262,466.10906982421875,1.3600000143051147,991.0,975.0,495.54998779296875,8.0,11.0,307.2232666015625,388,909,193,286,369,463,252,369,794,811,780,168,279,836,715,8,388,991,548,851,852,96,336,61,135,154,86,194,520,945,737,283,799,769,33,828,676,471,909,138,56,377,41,502,811,410,489,988,207,267,839,903,242,756,949,466,590,453,77,88,943,535,865,474,122,164,762,404,417,934,687,801,674,288,140,890,424,575,141,781,339,371,975,790,39,17,954,147,204,970,953,11,529,231,606,425,545,121,848,528
GA_0.7,22848,66.6298828125,0.7799999713897705,979.0,998.0,500.57000732421875,22.0,40.0,308.8708801269531,17,971,98,774,105,728,134,327,188,941,430,757,165,824,22,342,945,920,961,165,559,471,232,979,586,430,626,115,908,943,232,967,632,544,168,764,222,180,86,697,916,861,933,372,427,189,111,318,473,169,797,584,998,563,709,317,901,955,264,632,318,871,556,63,368,642,296,421,878,40,803,172,895,155,49,297,260,116,247,79,596,545,758,730,724,285,69,623,281,975,817,290,539,752,789,57,316,518,951,272
GA_0.7,7171,183.60000610351562,1.7599999904632568,991.0,977.0,499.6300048828125,8.0,11.0,304.37445068359375,388,909,444,286,133,463,252,369,163,811,894,168,279,836,547,8,388,991,548,851,852,96,336,61,135,673,86,194,522,453,737,283,799,769,33,828,107,471,909,138,56,901,825,502,811,410,489,988,207,267,839,903,242,756,949,466,590,977,77,88,820,535,865,474,122,164,762,404,417,934,687,801,674,288,140,890,424,575,141,781,646,371,328,790,39,17,954,147,204,970,953,11,529,480,606,425,545,121,848,528
GA_0.7,2191,634.619140625,0.6599999666213989,991.0,991.0,500.2099914550781,33.0,35.0,309.61175537109375,17,909,98,286,105,808,864,369,823,709,894,757,279,319,529,244,945,991,548,985,386,494,336,61,135,607,626,115,908,943,738,120,799,641,33,365,222,471,132,697,481,586,933,60,427,189,84,988,990,866,491,903,242,563,47,466,590,977,56,117,820,251,163,414,601,164,616,404,878,202,408,801,639,288,140,223,424,116,922,839,646,845,328,790,303,902,69,147,991,970,493,569,427,497,606,194,35,121,951,460
GA_0.7,4923,1226.3509521484375,1.659999966621399,985.0,991.0,526.5599975585938,33.0,11.0,304.4083557128906,388,909,98,774,105,463,134,369,823,709,780,757,279,824,529,244,388,156,548,985,386,96,336,459,488,607,626,115,520,943,737,120,632,769,33,828,222,471,909,697,916,586,933,502,427,410,489,318,473,267,839,903,242,563,949,339,901,453,56,88,943,251,91,474,122,164,616,404,417,934,687,172,674,155,49,890,424,575,922,32,685,845,932,730,275,902,954,21,991,970,953,11,957,497,789,238,545,44,951,460
GA_0.7,14932,5523.02783203125,0.7999999523162842,991.0,970.0,439.92999267578125,10.0,17.0,305.0848083496094,388,853,98,286,133,18,134,327,163,709,894,236,811,319,529,195,388,991,548,985,10,96,336,459,135,607,626,194,522,943,311,120,799,769,168,23,222,471,909,697,916,586,933,60,427,189,84,988,990,866,491,537,242,563,47,339,590,914,56,117,318,251,163,474,122,164,616,404,878,578,138,172,674,288,49,223,424,327,141,839,685,845,328,790,275,17,69,21,449,970,953,569,427,480,789,194,35,121,848,528
GA_0.7,17292,7098.5302734375,0.6899999976158142,991.0,991.0,420.3299865722656,60.0,17.0,289.4367980957031,388,909,98,286,105,808,134,327,163,329,894,236,279,824,529,195,388,991,548,985,386,494,336,459,135,607,86,115,522,943,311,283,799,641,168,365,107,471,132,138,481,901,825,60,427,246,84,318,473,169,360,903,242,608,47,466,901,914,56,88,318,535,163,414,122,164,616,421,878,202,408,172,639,155,140,297,260,116,141,839,646,371,328,790,303,17,69,147,991,975,953,669,427,497,606,194,35,121,951,460
GA_0.7,22684,5248.06982421875,0.60999995470047,991.0,977.0,508.7099914550781,23.0,35.0,304.075927734375,388,909,98,286,105,808,864,369,823,709,894,757,279,319,547,195,945,991,548,851,386,494,336,61,135,607,626,115,522,943,738,283,799,641,33,23,222,471,909,138,481,901,933,60,202,246,84,988,990,866,491,903,242,608,949,466,590,977,77,117,820,251,163,474,122,164,616,404,963,578,408,801,639,288,140,223,424,116,922,839,646,371,328,790,303,902,954,147,449,970,493,569,427,497,606,194,35,121,848,528
GA_0.7,4345,1393.4945068359375,0.6200000047683716,991.0,977.0,471.989990234375,10.0,56.0,301.0431823730469,17,909,444,286,133,808,864,369,823,329,894,236,279,319,529,195,388,991,548,985,10,96,336,61,135,673,86,194,522,453,738,120,799,641,33,365,107,471,909,138,481,586,933,60,427,246,489,988,990,866,491,903,242,563,949,466,590,977,56,117,820,251,163,474,122,164,616,404,878,202,408,801,674,288,140,223,424,116,141,839,646,371,328,790,303,902,69,147,449,970,953,669,427,497,606,194,545,121,951,460
GA_0.7,6740,158.34991455078125,0.4699999988079071,991.0,977.0,475.4200134277344,10.0,17.0,301.4656982421875,388,909,444,286,133,808,864,369,163,329,894,236,279,319,547,195,388,991,548,851,10,96,336,61,135,673,86,194,522,453,738,283,799,769,33,23,107,471,909,138,481,901,825,60,202,246,489,988,990,866,491,903,242,608,949,466,590,977,77,88,820,535,163,474,122,164,762,404,963,578,138,801,674,288,140,223,424,327,141,839,646,371,328,790,303,17,954,147,449,970,953,669,427,480,606,194,545,121,848,528
GA_0.7,6348,4052.021240234375,0.7599999904632568,991.0,977.0,467.2300109863281,10.0,17.0,304.1712341308594,17,909,444,286,133,808,864,369,823,329,894,236,279,319,547,195,388,991,548,985,10,96,336,61,135,673,86,194,522,453,738,120,799,769,33,365,107,471,909,138,481,586,933,60,427,246,489,988,990,866,491,903,242,563,949,466,590,977,77,117,820,251,163,474,122,164,616,404,963,578,138,801,674,288,140,223,424,116,141,839,646,371,328,790,303,17,69,147,449,970,953,669,427,480,606,194,545,121,951,528
GA_0.7,8375,4514.64306640625,0.7999999523162842,991.0,977.0,466.5799865722656,10.0,17.0,303.79541015625,17,909,444,286,133,808,864,369,823,329,894,236,279,319,547,195,388,991,548,851,10,96,336,61,135,673,86,194,522,453,738,120,799,769,33,365,107,471,909,138,481,901,933,60,427,246,489,988,990,866,491,903,242,563,949,466,590,977,77,117,820,535,163,474,122,164,616,404,963,202,138,801,674,288,140,223,424,116,141,839,646,371,328,790,303,17,69,147,449,970,953,669,427,497,606,194,545,121,848,460
GA_0.7,11530,5434.50341796875,0.75,991.0,977.0,517.969970703125,23.0,35.0,306.658935546875,388,909,98,286,133,808,864,369,823,709,894,757,279,319,547,195,945,991,548,851,386,494,336,61,135,673,626,115,522,943,738,283,799,769,33,23,107,471,909,138,481,901,933,60,202,246,489,988,990,866,491,903,242,608,949,466,590,977,77,88,820,251,163,474,122,164,616,404,963,578,408,801,639,288,140,223,424,116,922,839,646,371,328,790,303,902,954,147,449,970,953,569,427,480,606,194,35,121,848,528
GA_0.7,13354,6244.14990234375,0.7599999904632568,991.0,991.0,502.67999267578125,18.0,21.0,313.0847473144531,388,853,98,286,133,18,864,369,163,709,894,757,811,319,529,244,388,991,548,985,386,96,336,459,135,607,626,115,908,943,738,120,799,641,168,23,222,471,909,697,916,586,933,60,427,189,84,988,990,866,491,903,242,563,47,339,590,977,56,117,820,251,163,474,601,164,616,404,878,202,408,801,639,288,49,223,424,327,922,839,685,845,328,790,303,902,69,21,991,970,953,569,427,480,606,194,35,121,848,528
GA_0.7,17677,7453.1376953125,0.6599999666213989,991.0,991.0,484.5299987792969,10.0,47.0,304.1477966308594,388,909,444,286,133,808,864,369,823,709,894,236,279,319,547,195,945,991,548,851,10,96,336,61,135,607,626,115,522,453,738,120,799,769,33,23,222,471,132,697,481,901,825,60,202,246,84,988,990,866,491,903,242,563,47,466,590,977,56,88,820,535,163,414,601,164,762,404,963,202,408,801,674,288,140,223,424,116,141,839,646,845,328,790,303,902,69,147,991,970,493,569,427,480,606,194,545,121,848,528
GA_0.7,10843,5543.44970703125,0.5699999928474426,991.0,977.0,468.05999755859375,10.0,69.0,301.6739501953125,17,909,444,286,133,808,864,369,823,329,894,236,279,319,529,195,388,991,548,851,10,96,336,61,135,673,86,194,522,453,738,120,799,769,33,23,107,471,909,138,481,586,933,60,427,246,489,988,990,866,491,903,242,608,949,466,590,977,77,117,820,251,163,474,122,164,616,404,878,202,138,801,674,288,140,223,424,327,141,839,646,371,328,790,303,902,69,147,449,970,953,669,427,480,606,194,545,121,848,528
GA_0.7,19373,7314.50732421875,0.6899999976158142,991.0,977.0,472.04998779296875,10.0,17.0,301.0227966308594,388,909,444,286,133,808,864,369,163,329,894,236,279,319,547,195,388,991,548,985,10,96,336,61,135,673,86,194,522,453,738,283,799,769,33,365,107,471,909,138,481,901,825,60,427,246,489,988,990,866,491,903,242,563,949,466,590,977,77,88,820,535,163,474,122,164,762,404,963,578,138,801,674,288,140,223,424,116,141,839,646,371,328,790,303,17,69,147,449,970,953,669,427,480,606,194,545,121,951,528
GA_0.7,6539,5331.41748046875,0.7299999594688416,991.0,977.0,478.0799865722656,10.0,21.0,308.9031677246094,17,853,98,286,133,18,864,369,163,709,894,236,811,319,529,195,388,991,548,985,10,96,336,459,135,673,626,194,908,943,738,120,799,641,33,23,107,471,909,138,481,586,933,60,427,246,489,988,990,866,491,903,242,563,47,339,590,977,56,117,820,251,163,474,601,164,616,404,878,202,408,801,639,288,49,223,424,327,922,839,685,371,328,790,303,902,69,21,449,970,953,569,427,480,606,194,545,121,848,528
GA_0.7,19783,144.5498046875,2.259999990463257,995.0,989.0,506.010009765625,85.0,9.0,299.88043212890625,893,709,292,729,121,995,106,916,449,549,272,379,664,642,94,963,343,144,756,196,923,756,146,733,133,947,523,930,366,149,974,925,349,534,708,323,819,332,257,768,342,85,201,126,796,222,489,601,937,815,675,101,242,524,124,876,775,178,434,963,485,109,393,338,332,553,205,941,516,361,318,647,572,208,126,730,941,123,896,301,9,763,953,19,32,702,830,539,586,463,972,183,579,280,989,497,329,617,818,33
GA_0.7,10558,115.24951171875,1.1100000143051147,985.0,991.0,463.510009765625,14.0,21.0,309.6863708496094,17,853,98,774,105,18,134,327,823,709,786,757,811,824,529,244,945,156,464,985,386,494,160,459,488,607,626,115,908,943,311,120,632,641,168,365,222,180,132,697,916,586,933,14,427,189,84,318,473,169,360,537,453,563,47,339,901,914,56,117,318,251,91,414,601,642,616,421,878,202,408,172,639,155,49,297,260,116,922,32,685,845,932,730,275,902,69,21,991,975,493,569,957,497,789,238,35,44,951,460
GA_0.7,22808,43.05078125,0.7999999523162842,996.0,977.0,483.44000244140625,30.0,15.0,273.8320007324219,476,366,606,438,730,241,354,752,436,531,502,86,660,62,574,713,152,30,574,767,524,265,721,404,941,876,241,764,215,577,865,964,717,89,32,33,177,402,612,730,36,647,996,380,354,477,445,313,88,320,623,664,758,758,544,616,312,512,434,353,82,218,226,464,934,149,733,732,830,827,845,636,416,112,391,354,100,474,931,27,928,717,772,677,97,323,413,207,977,463,250,357,285,770,15,742,796,812,224,209
GA_0.7,13647,17.61005973815918,0.4099999964237213,990.0,981.0,461.3699951171875,23.0,61.0,291.38360595703125,388,909,616,126,757,113,864,716,163,272,894,236,279,871,462,195,388,225,513,41,92,96,336,61,135,673,86,194,321,247,865,303,799,137,473,23,107,471,428,957,550,901,687,60,202,246,489,293,990,866,491,903,152,608,690,527,677,977,160,88,135,287,61,474,592,164,762,404,963,261,454,801,674,243,140,349,424,81,141,839,646,650,328,790,303,130,954,850,807,981,483,669,427,480,606,699,199,121,848,528
GA_0.7,16205,33.6298828125,0.8399999737739563,990.0,955.0,462.3900146484375,9.0,53.0,285.9911193847656,388,971,616,126,757,728,864,9,188,941,894,749,165,743,462,342,338,920,513,41,559,471,336,979,135,430,86,194,604,247,232,967,615,137,54,764,883,471,428,878,139,861,111,60,305,246,111,293,990,616,491,584,152,556,690,527,677,955,264,88,53,287,61,474,592,164,762,367,130,261,803,113,674,243,140,349,424,663,247,79,596,545,328,74,724,285,954,850,807,325,483,669,539,752,609,699,316,518,67,272
GA_0.7,19992,48.07011795043945,0.6800000071525574,990.0,991.0,496.2699890136719,23.0,32.0,305.4341125488281,17,853,98,774,105,808,864,369,163,709,894,236,811,824,529,244,945,156,548,851,386,494,336,61,135,673,626,194,908,453,738,283,632,641,33,23,222,471,909,138,916,901,825,60,427,246,489,318,990,866,360,537,242,563,47,339,901,977,56,88,318,535,91,414,601,642,616,421,878,578,138,801,674,288,140,297,260,327,141,32,685,371,932,730,303,902,69,147,991,975,953,569,957,480,789,238,545,121,848,528
GA_0.7,19262,57.27041244506836,1.2300000190734863,991.0,977.0,447.7699890136719,22.0,17.0,306.1416931152344,388,971,444,271,133,728,864,369,163,941,894,749,279,319,22,195,388,991,961,165,559,96,232,61,135,673,86,194,522,453,232,283,615,544,54,764,107,471,86,138,139,861,111,372,202,246,111,796,990,866,797,903,242,556,949,466,545,977,264,88,53,535,163,474,122,164,762,367,130,40,803,801,674,956,140,58,814,327,247,79,596,545,758,790,724,17,46,147,449,325,953,669,427,752,609,57,545,518,848,272
GA_0.7,6740,453.84991455078125,0.4699999988079071,991.0,977.0,475.4200134277344,10.0,17.0,301.4656982421875,388,909,444,286,133,808,864,369,163,329,894,236,279,319,547,195,388,991,548,851,10,96,336,61,135,673,86,194,522,453,738,283,799,769,33,23,107,471,909,138,481,901,825,60,202,246,489,988,990,866,491,903,242,608,949,466,590,977,77,88,820,535,163,474,122,164,762,404,963,578,138,801,674,288,140,223,424,327,141,839,646,371,328,790,303,17,954,147,449,970,953,669,427,480,606,194,545,121,848,528
GA_0.7,22040,206.21983337402344,0.5299999713897705,975.0,981.0,479.07000732421875,6.0,61.0,270.68780517578125,840,975,616,126,757,113,534,716,46,272,202,827,211,871,462,552,875,225,513,41,92,6,569,31,574,286,480,255,321,247,865,303,659,137,473,799,924,766,428,957,550,216,687,573,566,376,568,293,83,804,632,541,152,842,690,527,677,631,160,382,135,287,61,149,592,271,586,655,370,261,454,454,398,243,247,349,437,81,667,927,330,650,435,671,62,130,809,850,807,981,483,665,942,936,220,699,199,325,645,548
GA_0.7,22245,61.58964920043945,0.9299999475479126,991.0,981.0,527.9299926757812,38.0,17.0,301.8558349609375,388,909,38,286,757,895,864,369,163,272,168,827,279,319,462,462,875,991,548,41,92,648,569,206,135,673,86,194,522,247,738,809,799,137,751,799,714,335,909,957,298,901,825,833,202,376,61,988,83,804,491,903,242,608,949,426,590,977,811,88,135,816,163,149,592,317,792,68,963,261,138,474,674,36,247,725,318,327,667,927,646,371,966,671,379,17,724,147,449,981,953,669,942,480,606,556,545,630,848,735
GA_0.7,9058,311.73004150390625,1.0099999904632568,1000.0,991.0,449.2799987792969,14.0,17.0,321.41082763671875,17,853,616,286,757,18,864,123,37,329,786,1000,279,226,142,552,875,21,548,985,126,96,336,31,135,833,852,194,321,247,311,809,799,641,33,831,924,180,132,138,916,430,302,14,252,189,61,318,83,169,632,903,152,675,183,339,677,977,160,382,318,535,91,149,122,164,616,655,878,509,454,454,70,288,247,725,424,81,922,927,606,845,932,671,303,17,69,21,991,981,953,665,712,480,789,194,35,630,848,460
GA_0.7,18513,30.359766006469727,0.85999995470047,991.0,991.0,453.5899963378906,6.0,17.0,296.96673583984375,17,975,616,126,133,18,864,327,163,329,202,757,211,319,529,195,945,991,513,985,386,6,336,459,135,607,86,194,321,247,311,120,659,137,33,799,107,180,428,138,550,586,933,573,202,189,489,318,990,169,632,541,453,842,690,339,590,631,160,382,318,535,61,474,122,164,586,421,878,202,138,454,639,288,247,349,424,116,922,927,330,845,932,671,303,17,809,21,991,981,483,669,942,936,789,699,199,121,645,548
GA_0.7,6343,223.25997924804688,0.8499999642372131,1000.0,981.0,435.739990234375,14.0,21.0,290.478271484375,17,853,616,126,757,18,534,716,46,272,202,1000,211,226,142,552,875,225,548,985,92,96,336,31,574,286,480,194,321,247,311,809,799,137,473,799,924,766,132,138,550,430,687,14,252,376,568,318,83,169,632,541,152,675,183,339,677,977,160,382,135,535,91,149,122,164,586,655,878,261,454,454,70,288,247,349,437,81,667,927,330,845,435,671,62,130,809,21,807,981,953,665,712,936,220,699,199,325,645,548
GA_0.7,16066,98.69971466064453,0.429999977350235,924.0,981.0,461.3599853515625,6.0,61.0,270.9869079589844,840,853,616,126,757,113,534,716,46,272,202,827,211,226,462,552,875,225,513,41,92,6,569,31,574,286,480,255,321,247,311,303,659,137,473,799,924,766,428,138,550,430,687,14,252,376,568,318,83,804,632,541,152,842,690,339,677,631,160,382,135,535,61,149,592,271,586,655,878,261,454,454,398,243,247,349,437,81,667,927,330,845,435,671,62,130,809,850,807,981,953,665,712,936,220,699,199,325,645,548
GA_0.7,4230,197336875008.0,0.8799999952316284,985.0,981.0,448.6300048828125,6.0,21.0,282.92254638671875,17,853,616,126,757,18,534,716,46,272,202,827,211,871,142,552,875,225,548,985,92,6,569,31,574,286,480,255,321,247,311,809,799,137,473,799,924,766,132,957,550,216,687,14,252,376,568,318,83,169,632,541,152,842,690,527,677,631,160,382,135,287,61,149,122,271,586,655,878,261,454,454,398,288,247,349,437,81,667,927,330,650,435,671,62,130,809,21,807,981,483,665,712,936,220,699,199,325,645,548
GA_0.7,17493,280.7701416015625,0.5199999809265137,957.0,981.0,461.20001220703125,6.0,61.0,275.7286071777344,840,853,616,126,757,113,534,716,46,272,202,827,211,871,462,552,875,225,513,41,92,6,569,31,574,286,480,255,321,247,311,809,799,137,473,799,924,766,132,957,550,430,687,14,252,376,568,318,83,169,632,541,152,842,690,527,677,631,160,382,135,287,61,149,122,271,586,655,878,261,454,454,398,243,247,349,437,81,667,927,330,650,435,671,62,130,809,850,807,981,483,665,712,936,220,699,199,325,645,548
GA_0.7,2198,869.5287475585938,0.5699999928474426,1000.0,991.0,427.7200012207031,14.0,17.0,318.9267272949219,17,853,98,286,133,18,864,327,37,329,786,1000,279,319,529,195,875,991,548,985,386,96,336,31,135,833,86,194,321,453,311,809,799,641,33,365,107,180,132,138,916,430,302,14,252,189,61,318,83,169,491,903,152,563,183,339,590,977,56,382,318,535,91,474,122,164,616,655,878,202,454,172,70,288,247,223,424,116,922,927,685,845,932,790,303,17,69,21,991,981,953,669,957,480,789,194,35,630,848,460
GA_0.7,6712,3242.720458984375,0.5199999809265137,991.0,977.0,469.0799865722656,14.0,32.0,291.1087341308594,840,853,98,286,757,113,864,716,163,329,202,827,211,319,529,552,875,991,513,41,92,96,336,459,135,286,480,194,908,453,311,303,659,137,473,799,924,180,132,138,550,430,687,14,252,189,489,318,990,804,491,903,152,563,949,339,590,977,160,88,135,535,61,149,592,164,586,421,878,261,138,454,398,288,247,349,437,81,667,32,685,845,435,790,303,130,809,850,807,970,953,665,712,936,220,699,199,325,645,548
GA_0.7,8424,3074.607666015625,0.8999999761581421,1000.0,981.0,436.8299865722656,6.0,21.0,283.5821838378906,17,853,616,126,757,18,534,716,46,272,202,1000,211,226,142,552,875,225,548,985,92,6,569,31,574,286,480,255,321,247,311,809,799,137,473,799,924,766,132,138,550,430,687,14,252,376,568,318,83,169,632,541,152,842,690,527,677,631,160,382,135,287,91,149,122,271,586,655,878,261,454,454,70,288,247,349,437,81,667,927,330,845,435,671,62,130,809,21,807,981,483,665,712,936,220,699,199,325,645,548
GA_0.7,4228,149.66998291015625,0.9899999499320984,975.0,981.0,479.510009765625,37.0,36.0,289.2082214355469,485,975,38,670,757,895,517,123,37,272,168,827,880,871,462,462,875,225,513,41,92,648,569,206,574,286,852,693,321,247,865,809,659,137,751,799,714,335,148,957,298,216,302,833,566,376,61,402,83,804,24,352,382,675,690,426,244,448,811,888,135,816,61,149,592,317,792,68,326,261,460,474,70,36,247,725,318,81,667,927,330,373,966,671,379,775,724,55,499,981,483,280,942,420,102,556,131,630,761,735
GA_0.7,11140,5530.88671875,1.0099999904632568,991.0,981.0,482.20001220703125,6.0,21.0,299.13201904296875,573,971,291,286,133,18,534,369,46,941,894,827,211,871,142,195,875,991,548,985,92,6,569,31,586,430,590,255,321,247,738,809,799,544,473,764,107,766,132,138,550,861,687,60,305,376,568,318,83,804,632,541,152,842,690,527,677,977,160,88,820,287,61,149,122,135,586,655,878,261,803,454,398,288,247,58,814,81,667,839,596,650,435,671,62,130,809,21,807,981,483,669,712,936,606,194,545,121,645,548
GA_0.7,8779,7142.0576171875,0.7099999785423279,1000.0,991.0,438.0299987792969,14.0,17.0,318.0816650390625,17,853,98,286,133,18,864,327,163,329,786,1000,279,319,529,195,875,991,548,985,386,96,336,31,135,607,86,194,908,453,311,809,799,641,33,365,107,180,132,138,916,586,302,14,252,189,489,318,83,169,491,903,453,563,183,339,590,977,56,88,318,535,91,474,122,164,616,655,878,202,454,172,639,288,140,223,424,116,922,927,685,845,932,790,303,17,69,21,991,981,953,669,957,480,789,194,35,121,848,460
GA_0.7,14802,7883.2978515625,1.3600000143051147,985.0,981.0,444.739990234375,14.0,17.0,291.7280578613281,17,853,616,126,757,18,534,327,46,272,202,827,279,871,142,552,875,225,548,985,386,96,569,31,574,833,480,255,321,247,311,809,799,641,473,799,107,766,132,957,550,430,302,14,252,376,61,318,83,169,491,903,152,563,183,527,677,631,160,382,318,287,61,149,122,271,586,655,878,202,454,172,70,288,247,223,437,81,922,927,685,845,435,671,62,17,809,21,807,981,483,669,957,480,789,699,199,325,848,460
GA_0.7,19739,8232.125,0.6200000047683716,991.0,981.0,474.6199951171875,6.0,32.0,280.1754150390625,840,853,616,126,757,113,534,716,163,272,202,827,211,319,529,552,875,991,548,985,92,6,336,459,574,286,480,255,321,453,311,303,659,137,473,799,924,180,132,138,550,430,687,14,252,376,568,318,990,804,632,903,152,842,690,527,590,977,160,382,135,535,61,149,122,164,586,421,878,261,138,454,398,288,247,349,437,81,667,32,330,650,435,671,303,130,809,850,807,981,953,665,712,936,220,699,199,325,645,548
GA_0.7,2220,8075.2548828125,1.0799999237060547,1000.0,981.0,453.30999755859375,6.0,17.0,307.4437561035156,17,853,98,126,133,18,534,327,163,272,786,1000,279,319,529,195,875,991,548,985,386,6,336,31,135,607,480,194,908,247,311,809,799,641,33,799,924,180,132,957,916,216,302,14,252,189,489,318,83,169,491,541,453,842,690,527,677,631,160,382,135,535,61,474,122,271,586,655,878,261,454,454,398,288,247,349,437,116,922,927,330,845,435,671,62,17,69,21,807,981,953,665,712,936,789,699,35,121,848,460
GA_0.7,10376,8760.375,0.8100000023841858,985.0,991.0,435.8299865722656,14.0,21.0,306.0418701171875,17,853,616,126,133,18,864,327,46,329,202,827,211,871,142,552,945,225,548,985,92,96,569,31,574,286,480,255,321,247,311,809,799,641,33,799,107,766,132,957,550,586,933,14,202,189,568,318,83,169,491,903,453,842,949,339,590,977,56,88,135,535,91,474,122,164,586,421,878,261,138,454,398,288,247,223,437,81,922,32,330,650,435,790,303,130,69,21,991,970,953,669,712,480,220,699,199,325,848,460
GA_0.7,17544,8993.5947265625,0.8700000047683716,991.0,991.0,452.1300048828125,6.0,17.0,299.1160583496094,17,853,98,286,757,18,534,716,163,272,786,827,211,319,529,552,875,991,548,985,92,6,336,31,574,607,86,255,908,453,311,809,799,641,33,365,107,180,132,138,550,430,302,14,252,376,489,318,990,169,632,903,453,842,183,339,590,977,56,382,135,535,91,474,122,164,586,421,878,261,138,454,639,288,140,349,437,116,667,32,330,650,435,671,303,17,809,850,991,981,953,665,712,936,789,194,35,325,645,548
GA_0.7,13065,148.99951171875,1.25,1000.0,966.0,483.0400085449219,21.0,5.0,289.505859375,485,996,38,670,57,895,517,123,37,315,168,1000,880,226,142,462,641,21,70,811,126,648,373,206,602,833,852,693,929,713,161,809,769,869,751,831,714,335,148,188,298,430,302,833,252,201,61,402,593,875,24,352,382,675,183,426,244,448,811,888,780,816,878,717,640,317,792,68,326,509,460,474,70,36,164,725,318,562,712,361,606,373,966,770,379,775,724,55,499,316,5,280,712,420,102,556,131,630,761,735
GA_0.7,10660,43.28994369506836,0.8999999761581421,991.0,991.0,441.6700134277344,14.0,17.0,321.6482238769531,17,853,98,286,133,18,864,327,163,329,786,757,279,319,529,195,945,991,548,985,386,96,336,459,135,607,86,194,908,453,311,120,799,641,33,365,107,180,132,138,916,586,933,14,202,189,489,318,990,169,491,903,453,563,949,339,590,977,56,88,318,535,91,474,122,164,616,421,878,202,138,172,639,288,140,223,424,116,922,32,685,845,932,790,303,17,69,21,991,970,953,669,957,480,789,194,35,121,848,460
