i_0,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,i_13,i_14,i_15,i_16,i_17,i_18,i_19,i_20,i_21,i_22,i_23,i_24,i_25,i_26,i_27,i_28,i_29,i_30,i_31,i_32,i_33,i_34,i_35,i_36,i_37,i_38,i_39,i_40,i_41,i_42,i_43,i_44,i_45,i_46,i_47,i_48,i_49,i_50,i_51,i_52,i_53,i_54,i_55,i_56,i_57,i_58,i_59,i_60,i_61,i_62,i_63,i_64,i_65,i_66,i_67,i_68,i_69,i_70,i_71,i_72,i_73,i_74,i_75,i_76,i_77,i_78,i_79,i_80,i_81,i_82,i_83,i_84,i_85,i_86,i_87,i_88,i_89,i_90,i_91,i_92,i_93,i_94,i_95,i_96,i_97,i_98,i_99,i_100,i_101,i_102,i_103,i_104,i_105,i_106,i_107,i_108,i_109,i_110,i_111,i_112,i_113,i_114,i_115,i_116,i_117,i_118,i_119,target,mean,std,median,max,min,maxmin,small,medium,large,huge
60,49,47,50,53,41,53,53,44,55,41,54,53,51,54,50,59,43,54,53,48,46,51,56,47,57,60,41,56,47,46,49,56,47,54,55,46,46,45,43,52,45,60,44,53,46,56,50,44,43,54,47,49,52,57,57,45,48,54,55,46,44,53,47,60,47,55,48,43,53,41,56,47,53,50,41,56,56,41,54,45,51,41,48,60,53,50,47,57,46,59,47,47,49,47,54,54,43,59,47,53,44,60,53,44,53,46,51,53,54,51,57,43,42,54,49,47,42,44,53,WF,0.333055556,0.038703506,0.333333333,0.4,0.266666667,1.5,0,0.541666667,0.458333333,0
48,50,52,47,59,53,55,53,46,51,42,60,42,55,54,51,43,56,57,51,55,55,42,59,50,43,47,60,42,42,54,50,60,43,47,46,41,55,52,43,51,50,49,41,48,49,53,41,40,40,59,46,45,52,55,43,60,42,55,46,49,48,40,51,46,53,45,59,50,43,57,46,60,47,43,57,46,49,51,50,47,50,49,58,47,51,45,48,50,59,46,58,47,52,45,45,52,56,42,55,42,53,47,59,56,52,44,46,46,58,57,49,50,56,44,44,42,50,41,59,WF,0.335222222,0.037365965,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0
57,43,57,46,58,45,50,52,43,55,58,47,60,47,50,49,51,47,47,45,46,52,52,43,50,55,45,59,48,59,40,51,55,53,50,60,54,53,43,50,48,52,55,50,45,43,51,50,49,59,49,48,49,53,41,42,46,48,59,50,56,60,43,60,44,52,50,48,49,50,51,47,46,44,48,58,41,48,57,48,60,60,44,46,59,44,54,48,48,47,54,51,45,45,59,50,58,52,42,41,40,40,58,42,50,51,49,50,48,59,51,56,55,52,43,43,43,51,47,52,WF,0.335611111,0.035901055,0.34,0.4,0.266666667,1.5,0,0.441666667,0.558333333,0
55,52,54,43,58,50,53,43,42,50,52,57,60,48,49,60,57,49,51,56,51,56,60,43,47,44,43,43,46,52,52,52,57,41,41,50,59,57,41,54,41,57,40,60,45,55,53,52,45,41,52,41,57,55,40,55,57,52,57,51,48,52,50,42,52,52,48,46,56,60,46,46,54,52,52,56,44,57,49,48,55,47,44,44,47,53,52,52,50,46,42,46,50,54,43,55,52,56,42,52,60,60,41,56,45,50,52,49,46,55,52,43,53,46,60,60,53,43,54,51,WF,0.333055556,0.036395953,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0
46,59,48,42,53,49,60,56,53,49,58,46,59,45,58,51,45,52,57,43,41,41,41,44,46,60,56,51,53,50,47,49,48,56,51,53,43,53,51,46,55,52,44,46,60,55,49,46,51,48,51,44,45,41,44,47,59,58,51,53,56,43,46,45,59,59,50,53,49,48,43,60,48,58,41,51,52,50,49,45,56,48,59,44,56,53,47,42,41,41,53,53,44,55,47,56,47,52,43,55,48,47,41,51,46,53,59,53,58,42,50,50,57,57,45,48,51,53,46,43,WF,0.339111111,0.038699043,0.34,0.4,0.266666667,1.5,0,0.466666667,0.533333333,0
60,49,49,57,43,40,47,60,45,57,51,53,60,41,58,46,55,45,50,49,59,41,60,41,59,51,50,60,44,59,48,49,48,46,50,52,48,48,47,55,46,46,43,54,45,51,43,51,59,40,47,58,60,51,50,45,55,60,44,46,45,40,53,50,47,40,55,55,60,49,42,48,60,55,55,59,49,50,41,59,42,44,60,60,47,46,43,41,51,60,51,55,55,50,50,55,50,40,60,45,45,52,48,50,44,51,57,53,45,52,42,40,49,51,50,51,45,54,60,59,WF,0.333333333,0.039454734,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0
49,46,60,48,55,58,50,47,46,57,58,44,48,43,48,59,48,50,60,48,52,42,50,41,59,49,50,53,48,59,59,55,50,51,52,47,51,48,45,55,52,43,48,48,54,59,56,58,46,46,52,58,59,40,51,42,42,50,60,46,52,52,50,59,60,49,56,44,50,41,48,59,47,43,60,60,44,46,50,48,52,48,45,57,59,41,50,49,58,43,43,41,41,58,51,49,43,58,50,56,44,40,44,57,55,52,50,53,60,59,54,46,50,49,47,43,40,47,50,53,WF,0.3425,0.041548572,0.343333333,0.4,0.266666667,1.5,0,0.466666667,0.533333333,0
53,53,58,43,55,46,49,49,59,59,59,57,44,54,55,50,58,53,50,48,45,57,47,47,53,50,54,53,43,42,51,54,53,48,49,45,50,59,41,59,59,58,51,54,56,57,44,49,45,59,51,59,46,49,48,53,41,48,43,59,43,59,59,49,48,42,41,40,53,52,45,40,46,53,60,45,53,44,53,51,45,50,47,53,52,57,41,59,44,47,51,48,58,43,51,49,48,59,49,47,54,43,59,40,55,46,51,59,47,54,50,49,59,43,57,46,48,47,46,44,WF,0.335166667,0.036626793,0.34,0.4,0.266666667,1.5,0,0.466666667,0.533333333,0
56,45,60,56,59,42,56,48,52,45,53,49,49,46,44,50,56,58,51,45,51,54,60,48,56,43,51,52,57,42,58,48,54,55,60,52,49,57,44,44,56,46,48,54,41,55,52,57,41,59,46,60,42,48,57,49,45,51,53,46,57,44,59,52,49,59,46,57,48,55,54,45,45,49,55,46,44,41,47,46,57,57,48,45,52,50,48,45,49,56,41,55,45,60,46,57,52,50,44,52,51,57,43,49,47,41,51,54,45,41,60,48,55,46,49,42,41,42,52,56,WF,0.3385,0.041812015,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
43,48,59,58,50,51,49,50,49,41,52,49,59,60,49,45,51,54,50,59,42,46,44,60,42,50,49,51,60,60,43,60,55,42,53,60,45,57,50,47,59,42,59,48,49,45,49,48,60,48,53,43,43,59,43,54,54,48,42,58,49,43,59,42,57,41,52,49,46,49,57,49,55,44,54,55,60,60,60,45,45,42,41,43,52,57,42,55,51,48,42,60,57,59,57,51,42,41,45,60,52,48,59,48,58,41,60,60,51,60,60,50,45,43,45,50,55,50,45,55,WF,0.335666667,0.037689081,0.34,0.4,0.266666667,1.5,0,0.458333333,0.541666667,0
43,60,57,46,43,60,48,56,51,51,50,49,50,58,57,45,48,53,43,57,41,54,52,47,60,43,55,48,47,50,57,58,51,48,55,47,47,43,43,58,45,47,49,59,51,58,55,53,42,53,55,60,40,56,55,50,59,43,55,44,51,48,42,42,56,48,50,40,60,58,51,46,42,42,41,55,41,56,51,54,46,56,48,60,45,49,60,45,56,44,54,50,60,46,50,46,50,51,49,44,47,49,54,43,55,43,52,54,42,60,42,54,48,52,57,41,56,53,41,41,WF,0.342666667,0.036416514,0.34,0.4,0.273333333,1.463414634,0,0.466666667,0.533333333,0
52,50,51,51,49,53,46,48,54,49,55,44,59,51,60,45,51,48,50,52,48,47,45,40,57,41,52,54,55,60,48,49,58,43,42,44,51,55,48,51,57,47,51,51,41,49,46,41,60,60,53,59,56,43,60,48,60,44,52,51,51,55,43,52,51,57,47,46,59,44,47,41,42,52,53,45,50,46,54,48,60,60,42,48,52,57,42,41,45,57,60,46,48,52,47,51,50,57,44,43,49,46,56,45,55,49,41,49,60,52,55,56,40,54,43,60,60,44,49,57,WF,0.334333333,0.035746279,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0
49,43,58,50,58,45,60,47,54,58,49,58,41,51,49,47,45,58,55,45,50,52,54,47,54,48,51,54,44,45,49,60,57,53,53,47,50,53,53,43,45,45,60,55,46,57,51,51,51,49,49,60,48,44,57,57,60,40,55,50,50,52,54,45,44,43,42,45,45,60,54,60,54,42,54,42,41,41,58,50,42,46,59,60,60,58,51,45,59,42,53,53,49,44,41,54,51,45,48,48,54,59,44,47,46,59,54,51,51,54,45,49,51,50,45,46,53,60,60,51,WF,0.335722222,0.034805538,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
53,52,51,51,57,40,56,45,53,58,44,49,53,50,48,50,49,51,48,47,51,55,58,50,52,53,55,51,54,42,58,47,54,45,60,60,45,49,54,51,48,42,47,45,44,47,57,57,52,46,59,41,52,46,52,50,44,46,46,58,42,44,60,55,49,46,53,56,60,60,59,45,51,57,46,46,42,58,46,46,51,48,52,48,51,50,51,53,46,41,48,51,51,45,55,53,47,50,53,56,52,45,53,50,41,58,60,45,60,54,46,50,45,53,42,55,41,60,45,45,WF,0.339222222,0.036812121,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
57,48,59,44,60,41,55,51,49,48,58,47,50,48,52,45,44,44,41,54,55,59,46,52,47,51,48,45,57,60,40,50,52,52,46,55,48,47,45,51,54,54,51,60,45,45,56,48,46,50,53,47,45,60,60,45,46,60,50,57,44,45,54,51,43,49,59,55,49,46,51,49,51,48,51,50,57,60,48,60,57,52,42,54,47,49,49,52,49,42,48,51,60,42,51,48,48,46,56,60,45,45,55,47,48,45,58,55,48,47,47,41,52,46,52,60,60,48,48,54,WF,0.339166667,0.040552326,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0
46,56,60,45,56,41,58,47,53,48,45,52,53,45,48,56,54,52,59,45,58,46,46,57,40,53,47,60,48,59,59,45,46,46,51,56,46,45,44,43,43,56,49,45,59,49,53,41,57,43,56,59,50,50,47,56,59,42,53,49,54,46,49,49,48,56,47,59,46,47,47,45,58,50,51,44,55,43,54,50,46,58,46,59,44,47,53,49,48,46,46,40,40,52,56,57,47,51,41,58,46,42,51,53,46,53,43,59,42,54,49,42,51,59,56,42,52,42,41,40,WF,0.335944444,0.039514286,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
54,51,45,42,59,55,46,45,50,60,56,53,49,52,45,53,41,54,49,47,49,52,49,46,58,58,43,49,46,54,51,45,40,52,42,56,57,51,56,49,46,52,52,52,49,49,45,49,54,47,42,45,53,53,44,53,52,60,44,54,42,54,56,48,56,51,46,48,53,58,49,51,48,51,49,46,43,51,53,58,49,46,43,48,53,49,52,44,54,43,56,45,58,52,49,45,55,50,40,49,52,49,47,45,58,52,49,49,59,41,50,50,47,58,43,53,49,57,45,48,WF,0.336555556,0.039188627,0.34,0.4,0.266666667,1.5,0,0.458333333,0.541666667,0
51,51,58,42,58,40,52,51,49,50,50,51,48,50,48,56,53,48,44,58,45,58,47,56,53,45,47,58,49,40,60,45,58,47,46,51,53,45,51,60,47,54,43,42,50,58,40,51,50,55,47,51,51,49,48,53,54,59,47,48,44,53,49,53,44,53,48,46,59,45,43,60,40,50,55,47,57,45,56,47,48,54,43,53,57,45,56,50,48,50,53,48,47,47,44,53,53,59,42,49,51,48,51,49,57,44,44,41,42,55,53,44,55,59,48,51,43,46,53,51,WF,0.335833333,0.037043518,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
46,56,48,41,51,58,50,54,56,48,46,51,51,46,59,47,53,53,60,49,46,44,44,41,57,45,48,60,40,58,46,60,46,50,58,46,59,50,54,42,54,46,46,44,48,55,49,49,60,48,56,45,52,49,47,42,47,53,50,49,58,43,60,45,46,46,58,58,51,49,60,53,42,60,54,55,57,42,51,45,41,53,53,48,60,44,57,45,48,42,53,44,53,60,49,45,60,45,59,40,51,45,58,57,51,53,53,47,44,42,59,51,41,48,49,53,41,47,47,56,WF,0.339555556,0.039100372,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
48,52,50,50,49,57,50,58,50,51,60,48,43,59,45,55,52,46,43,42,45,54,51,53,54,43,52,41,57,48,47,55,47,43,60,57,49,44,60,46,56,51,51,50,52,51,49,47,45,47,58,57,49,43,54,56,60,43,49,50,51,47,44,43,55,56,56,43,60,58,51,60,47,49,58,49,59,43,48,51,51,43,47,46,57,42,42,40,57,46,47,41,40,40,57,42,51,52,55,43,56,45,59,50,60,45,49,45,58,56,54,46,55,47,50,48,41,52,45,53,WF,0.339777778,0.042003364,0.34,0.4,0.266666667,1.5,0,0.466666667,0.533333333,0
48,60,53,53,46,40,41,44,57,48,56,44,50,45,52,56,60,48,42,55,51,51,49,50,58,43,57,50,56,46,57,50,49,48,51,52,47,44,43,49,51,44,52,48,50,47,51,52,43,48,51,51,42,45,57,48,50,47,53,42,49,60,59,47,52,57,60,43,47,49,55,46,60,45,54,55,45,53,54,44,60,44,55,49,46,46,43,41,58,43,49,47,51,52,41,50,56,58,44,48,44,49,46,60,48,55,42,45,53,52,52,48,50,41,44,58,58,48,48,44,WF,0.335944444,0.033565531,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0
52,54,44,52,49,49,48,51,59,48,58,48,51,55,43,52,44,46,55,57,60,49,49,56,45,43,43,53,54,49,60,55,54,40,47,43,60,54,45,51,50,59,59,42,49,48,45,57,42,49,59,40,58,43,49,41,50,58,48,51,58,49,59,48,51,55,46,49,52,53,60,40,55,55,50,45,43,43,42,58,49,50,58,54,47,59,40,51,54,50,57,48,49,46,50,43,57,45,60,44,46,43,42,54,52,44,54,54,49,49,52,42,60,60,56,47,47,46,49,55,WF,0.333333333,0.039700089,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
53,50,47,45,45,60,54,52,45,40,40,52,51,47,59,52,55,52,51,53,46,44,47,52,51,59,44,60,47,47,47,46,57,43,47,47,56,53,44,53,46,59,57,41,58,48,52,45,50,41,56,44,51,52,47,43,56,44,52,47,51,50,46,60,54,54,44,50,50,50,57,52,47,50,55,48,53,53,48,49,47,42,41,59,43,59,42,59,46,50,44,56,52,43,55,49,48,45,50,57,43,52,44,54,40,40,40,48,53,49,46,59,45,55,49,46,41,59,50,50,WF,0.335944444,0.036394927,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
55,43,53,48,52,49,49,48,58,43,55,42,53,53,57,42,51,58,40,58,51,56,53,52,49,52,48,50,58,40,52,40,50,53,57,52,60,60,47,50,48,52,52,57,51,46,53,55,48,54,43,58,46,53,50,48,52,49,51,50,47,47,55,58,48,48,50,47,53,46,44,41,51,48,51,41,41,40,58,52,51,48,53,48,51,49,48,51,51,42,52,56,51,54,57,51,45,42,47,58,54,48,56,52,51,60,48,45,44,57,52,53,60,43,49,47,45,47,51,52,WF,0.333166667,0.037067708,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0
60,58,45,51,54,42,60,55,50,48,48,55,47,51,51,54,48,48,48,60,43,52,55,56,45,49,47,45,48,52,50,49,45,56,43,53,46,51,55,44,51,60,41,58,43,49,52,54,59,42,49,49,44,47,52,51,49,56,45,52,47,51,60,60,43,60,54,44,52,47,55,44,56,48,60,43,56,43,58,41,51,60,43,51,51,47,51,46,53,47,47,45,58,46,53,52,60,41,49,45,60,45,59,46,45,45,55,47,52,40,60,60,58,48,43,47,60,48,51,51,WF,0.335833333,0.037394732,0.34,0.4,0.266666667,1.5,0,0.458333333,0.541666667,0
43,53,53,56,45,60,45,60,48,49,60,45,43,45,45,53,60,47,53,52,52,55,53,45,59,43,50,50,50,55,45,60,48,50,48,54,44,58,59,53,48,52,49,43,51,45,54,59,47,44,52,53,45,42,42,42,49,52,49,51,45,54,57,53,52,50,48,51,41,58,58,47,45,49,47,54,42,55,59,49,53,42,40,55,50,50,50,50,53,52,40,54,53,45,53,44,53,45,59,54,46,50,50,47,59,41,53,50,53,42,55,46,43,58,44,54,41,55,48,42,WF,0.336166667,0.037768398,0.34,0.4,0.266666667,1.5,0,0.466666667,0.533333333,0
46,55,60,44,57,50,49,46,52,40,58,43,51,52,47,47,53,60,49,52,51,50,52,46,52,47,40,45,52,55,52,53,52,40,58,43,57,47,49,60,46,58,52,45,60,45,59,48,46,50,54,43,41,40,53,41,56,57,40,53,53,57,46,55,45,40,53,55,42,52,43,55,47,59,59,40,51,48,56,59,47,46,49,55,55,43,52,46,44,52,49,49,46,52,52,44,52,46,52,50,51,52,52,49,46,50,48,52,55,44,52,49,51,55,46,53,41,56,49,49,WF,0.335888889,0.035310371,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0
46,51,60,42,55,49,53,50,52,48,48,46,57,42,51,43,60,50,52,53,51,53,46,51,48,47,46,52,49,58,44,58,46,57,43,60,44,50,49,48,58,44,45,54,52,56,51,58,40,60,42,52,48,46,46,53,50,47,48,51,51,44,43,46,49,55,59,59,59,50,50,52,48,46,58,59,44,55,45,50,47,46,51,46,53,41,53,43,56,50,56,42,54,59,45,54,46,52,59,42,60,44,53,44,53,50,51,44,59,59,55,49,46,46,59,59,44,48,46,56,WF,0.334166667,0.03465247,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0
48,50,60,48,57,41,52,52,57,49,57,49,44,44,52,43,55,42,44,60,46,53,47,60,44,50,49,56,46,45,45,45,60,60,47,46,51,53,43,48,60,55,60,56,47,47,42,43,53,55,43,57,40,54,53,52,42,51,57,60,60,60,49,41,52,50,48,44,60,53,51,46,50,52,48,59,45,60,45,49,45,59,44,56,46,60,42,48,47,57,46,46,50,49,60,43,51,47,46,52,52,60,48,46,51,48,51,57,45,58,50,48,45,42,42,47,50,60,60,53,WF,0.333166667,0.033288064,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0
52,51,47,40,57,55,53,53,46,47,57,42,47,52,52,46,52,51,54,42,57,44,57,44,54,49,49,56,50,44,52,47,51,55,49,50,55,46,58,45,47,54,43,53,47,60,45,43,41,57,52,59,48,44,40,40,43,54,50,57,52,46,56,48,60,41,49,46,56,49,45,53,55,55,53,49,42,59,49,41,60,41,42,59,47,57,47,46,50,53,56,44,50,47,44,41,41,53,60,49,56,41,44,40,40,41,54,55,58,50,42,50,53,47,41,58,51,56,45,49,WF,0.3355,0.035204219,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0
53,56,57,57,43,58,49,57,41,60,46,52,46,57,47,48,51,58,50,60,50,51,47,44,59,58,44,55,50,48,45,55,55,44,46,47,57,54,41,55,60,41,59,50,55,49,49,55,49,42,46,53,46,51,53,44,53,42,41,57,45,48,48,60,46,54,50,42,51,57,42,56,46,60,42,49,53,48,48,48,41,60,42,48,57,53,40,51,58,41,40,47,57,57,48,46,45,46,47,58,46,57,46,57,52,41,49,42,59,53,48,49,46,51,53,41,55,57,58,54,WF,0.334833333,0.037983362,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0
54,43,59,46,57,45,53,54,44,53,50,52,59,45,60,45,48,47,46,55,45,52,53,59,41,56,46,57,43,49,50,56,49,50,56,51,48,46,54,50,45,51,45,59,40,54,58,41,49,51,45,48,56,46,52,55,49,44,41,47,59,47,59,45,49,52,49,52,45,53,49,51,44,45,49,57,41,60,47,49,43,58,44,44,43,48,54,48,57,44,49,56,43,51,44,56,50,49,52,49,43,45,60,56,51,45,43,53,48,53,43,54,49,48,56,46,45,52,53,58,WF,0.336222222,0.038908865,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0
50,52,52,49,60,60,59,44,60,60,60,47,55,44,53,54,51,55,48,49,52,53,48,51,44,55,53,43,54,49,48,53,44,54,44,55,54,52,47,45,43,59,44,47,45,53,52,44,57,49,43,41,49,40,60,55,43,54,43,53,52,55,42,53,42,59,60,49,49,60,46,55,52,46,60,44,58,44,48,53,50,47,49,53,48,44,43,49,60,48,56,46,41,53,44,53,60,48,54,53,43,42,56,49,47,44,59,60,60,45,53,55,42,41,57,51,42,58,45,47,WF,0.336166667,0.039996849,0.333333333,0.4,0.266666667,1.5,0,0.55,0.45,0
55,51,53,42,55,44,49,55,49,53,59,46,60,48,53,54,48,46,48,60,59,48,51,50,49,55,47,50,40,60,49,49,59,50,52,48,45,40,43,42,51,53,46,57,50,43,45,45,60,60,41,59,49,49,52,52,52,54,46,44,42,60,49,42,50,53,47,41,53,48,56,46,51,50,49,49,48,47,54,60,41,56,42,52,52,51,49,49,49,44,59,51,57,54,49,45,47,50,54,50,52,48,51,49,50,46,48,58,44,55,53,42,41,40,53,49,48,51,44,55,WF,0.336444444,0.039054496,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0
56,51,49,52,57,52,55,54,49,43,51,54,45,54,45,58,51,51,41,58,49,52,53,45,40,43,60,54,49,54,56,59,45,55,52,56,47,55,44,56,49,51,47,60,40,40,58,41,51,47,47,46,59,51,58,43,49,55,47,48,45,43,41,51,50,56,58,54,53,49,49,56,55,47,48,51,47,52,45,47,53,60,45,50,51,45,54,58,41,51,45,43,41,43,52,55,60,50,52,49,49,40,47,55,60,47,48,49,47,54,43,40,52,44,54,52,50,60,60,48,WF,0.337666667,0.03769899,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0
54,43,53,60,57,52,55,46,60,60,41,42,60,46,44,56,43,51,60,47,60,48,49,58,44,59,45,51,57,46,43,58,44,59,47,48,50,52,48,44,50,57,43,51,53,46,43,50,50,60,40,50,57,46,52,52,50,54,43,53,46,56,42,53,41,41,52,59,42,60,41,60,46,60,40,59,48,58,40,52,50,49,49,46,43,54,42,54,50,50,50,43,42,43,54,53,42,49,57,57,49,44,52,53,54,41,46,50,46,54,60,44,46,46,59,60,46,45,45,44,WF,0.335444444,0.03480755,0.333333333,0.4,0.266666667,1.5,0,0.541666667,0.458333333,0
48,57,45,47,52,51,57,42,51,56,47,60,41,52,46,52,49,47,48,59,60,46,44,57,46,47,48,59,46,59,53,42,54,45,55,55,44,46,60,43,43,40,47,52,51,50,45,60,49,55,40,52,53,49,48,54,51,53,42,51,46,59,46,57,48,55,42,60,40,53,53,49,45,46,56,48,45,53,44,53,45,46,60,54,52,42,55,55,56,46,48,44,49,42,59,52,46,59,43,52,55,49,48,48,55,47,46,59,42,49,51,57,42,45,57,48,40,54,45,51,WF,0.346388889,0.040716238,0.34,0.4,0.266666667,1.5,0,0.458333333,0.541666667,0
48,54,48,53,55,51,57,53,40,40,46,48,56,42,55,53,50,58,41,49,54,53,55,47,46,60,41,42,58,49,43,60,44,59,40,51,55,50,47,56,47,46,55,50,47,50,53,44,48,51,51,45,42,54,50,46,53,53,54,48,48,44,42,53,54,60,42,48,48,58,44,43,52,46,58,52,60,50,52,46,60,44,54,48,48,44,60,57,40,53,50,52,48,46,52,50,53,43,54,48,40,50,53,47,44,54,60,48,52,42,43,58,58,45,60,58,49,47,58,60,WF,0.334888889,0.037926986,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0
50,53,60,42,55,51,48,47,51,42,57,52,49,58,47,59,45,49,52,55,47,43,60,58,56,60,47,53,42,55,60,43,51,57,47,55,53,46,45,44,53,55,43,43,42,42,51,55,59,42,49,44,58,42,50,46,55,49,55,51,51,55,44,44,42,48,58,60,44,55,44,51,46,44,56,47,49,48,58,48,56,57,58,48,53,47,49,56,60,60,60,41,49,47,59,60,43,47,45,44,44,44,48,49,58,50,59,60,53,52,48,50,47,55,60,56,48,51,40,59,WF,0.339833333,0.038877456,0.34,0.4,0.266666667,1.5,0,0.45,0.55,0
48,50,59,50,52,41,57,43,60,52,50,52,44,54,60,44,51,51,48,55,43,55,49,52,49,57,59,41,53,53,50,51,48,57,49,59,47,51,54,49,47,45,46,44,45,55,50,47,51,52,49,45,56,57,49,44,52,54,59,47,46,53,57,49,51,44,44,50,55,52,49,49,51,41,58,57,52,45,44,55,49,47,54,60,41,41,59,47,49,46,44,45,54,51,51,55,44,44,46,57,59,42,49,47,44,44,48,42,60,43,55,52,54,44,55,54,52,41,41,52,WF,0.338222222,0.035316188,0.346666667,0.4,0.266666667,1.5,0,0.45,0.55,0
52,52,55,41,54,46,50,59,60,47,43,59,49,54,54,42,42,45,58,47,58,45,47,50,40,60,58,45,47,51,52,47,60,40,59,44,52,50,52,44,54,51,45,60,45,54,50,48,47,45,51,48,51,52,40,50,44,53,53,41,50,46,58,48,58,41,54,51,59,43,58,48,48,44,50,54,59,50,46,48,58,57,52,44,44,41,52,51,47,52,46,52,41,51,52,47,52,45,53,54,43,53,50,50,52,47,54,45,56,44,50,51,50,51,47,52,50,44,52,54,WF,0.334388889,0.035885447,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0
46,54,50,53,51,46,47,55,56,47,52,50,48,51,56,52,52,48,52,47,51,52,54,46,42,54,43,60,46,53,59,44,60,43,47,53,51,52,55,51,59,47,56,54,46,60,46,57,47,49,49,52,46,55,47,48,44,44,44,43,54,49,52,40,60,44,58,47,46,52,50,48,49,46,55,46,48,56,43,47,46,58,47,57,45,50,50,50,44,47,59,53,50,47,40,59,56,56,50,60,59,44,50,54,46,60,60,47,47,60,43,56,47,40,47,47,56,54,46,50,WF,0.342166667,0.039190335,0.343333333,0.4,0.266666667,1.5,0,0.441666667,0.558333333,0
41,60,48,57,41,52,58,46,47,55,48,46,56,47,54,46,46,60,47,57,46,47,52,44,54,49,57,56,46,48,51,58,56,45,49,47,44,46,57,49,52,54,48,49,48,47,47,60,48,54,48,43,47,60,54,53,43,58,40,52,43,54,47,49,47,56,47,57,44,49,52,45,53,44,58,53,51,52,52,48,50,57,46,56,42,52,51,53,60,47,46,53,48,49,51,53,46,54,46,56,43,51,50,46,43,53,41,56,59,41,52,51,50,47,43,43,54,58,60,60,WF,0.336,0.036875139,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0
57,46,57,60,47,51,47,58,45,56,49,52,60,41,54,55,49,47,55,42,60,60,53,45,46,55,60,49,49,41,55,54,56,53,41,51,57,42,41,41,49,60,41,59,49,42,55,50,45,51,53,51,50,49,54,47,57,46,49,47,46,54,51,45,51,45,54,55,49,50,57,57,49,49,41,60,57,43,50,46,46,51,53,44,48,60,55,51,40,52,55,43,58,47,55,53,45,43,51,53,49,46,55,60,47,54,51,46,48,55,47,45,43,42,42,43,51,60,57,56,WF,0.341888889,0.039917593,0.34,0.4,0.266666667,1.5,0,0.45,0.55,0
56,46,58,44,57,47,48,48,54,43,53,58,59,46,57,48,45,46,54,50,48,49,58,43,53,49,45,48,57,59,51,40,51,50,49,46,43,60,59,43,48,51,53,51,48,60,48,57,45,60,42,59,51,51,58,42,50,48,49,52,58,41,51,49,48,46,42,40,52,52,46,50,48,52,49,59,53,44,53,48,59,43,60,44,49,52,49,46,50,52,48,60,46,57,51,44,59,51,57,43,50,51,54,45,45,59,59,50,46,42,42,45,54,51,41,53,54,43,40,58,WF,0.335833333,0.038796676,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0
49,51,57,49,51,53,50,46,47,55,56,47,60,41,58,58,49,53,53,54,44,58,43,59,47,52,49,48,47,46,60,44,43,44,51,49,50,52,58,55,41,54,46,55,58,44,49,48,58,43,55,49,51,43,56,49,59,42,55,42,53,49,46,44,52,53,59,47,45,44,41,54,59,46,55,50,42,59,47,58,52,51,49,49,51,56,51,47,55,43,43,49,51,50,45,58,43,52,55,49,56,49,44,44,43,52,49,49,48,54,50,45,59,44,55,48,47,43,58,58,WF,0.338277778,0.038170054,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0
