target,capacity,avg_eff,max_p,max_w,mean,min_p,min_w,std
MaP,11967,0.7300000190734863,998.0,972.0,507.5499877929688,3.0,9.0,290.7701416015625
MaP,22403,0.4099999964237213,941.0,959.0,462.2099914550781,3.0,9.0,280.5463256835937
MaP,14976,0.4399999976158142,998.0,972.0,502.3299865722656,3.0,9.0,287.6452331542969
MaP,7360,0.3899999856948852,941.0,967.0,474.3699951171875,3.0,9.0,278.1426086425781
MaP,5048,0.3700000047683716,999.0,972.0,493.8500061035156,3.0,9.0,297.9446716308594
MaP,15438,0.3199999928474426,941.0,959.0,494.739990234375,3.0,9.0,282.3933410644531
MaP,7709,0.3300000131130218,999.0,972.0,493.8399963378906,3.0,9.0,295.1185302734375
MaP,19287,0.4000000059604645,941.0,959.0,479.7999877929688,3.0,9.0,280.49609375
MaP,11671,0.5699999928474426,993.0,972.0,468.4500122070313,3.0,54.0,270.7401428222656
MaP,12726,0.3600000143051147,999.0,967.0,494.5499877929688,3.0,9.0,293.7000732421875
MaP,10278,0.3300000131130218,999.0,972.0,494.9100036621094,3.0,9.0,294.2002868652344
MaP,7584,0.3300000131130218,941.0,959.0,485.9299926757813,3.0,9.0,282.5543518066406
MaP,12792,0.3199999928474426,941.0,959.0,493.1499938964844,3.0,9.0,280.8998107910156
MaP,7581,0.3700000047683716,999.0,959.0,496.5299987792969,3.0,9.0,293.94354248046875
MaP,10002,0.3700000047683716,999.0,967.0,496.989990234375,3.0,9.0,293.2333068847656
MaP,14807,0.3600000143051147,993.0,959.0,487.6300048828125,3.0,9.0,284.1368713378906
MaP,14755,0.3499999940395355,941.0,959.0,479.8999938964844,3.0,9.0,279.49835205078125
MaP,21753,0.4199999868869781,998.0,959.0,503.489990234375,3.0,9.0,278.2509155273437
MaP,5153,0.3400000035762787,999.0,967.0,505.3599853515625,3.0,9.0,290.3529968261719
MaP,14232,1.2599999904632568,998.0,959.0,506.4599914550781,32.0,9.0,270.27008056640625
MaP,7638,0.3499999940395355,999.0,967.0,502.010009765625,3.0,9.0,292.2472839355469
MaP,20628,0.5600000023841858,998.0,959.0,470.9500122070313,3.0,9.0,276.2169494628906
MaP,12629,0.3700000047683716,998.0,967.0,509.9700012207031,3.0,9.0,282.5603332519531
MaP,14611,0.4000000059604645,998.0,959.0,502.25,3.0,9.0,283.65350341796875
MaP,10041,0.3899999856948852,998.0,959.0,510.5299987792969,3.0,9.0,281.0316162109375
MaP,12411,0.3700000047683716,998.0,967.0,501.8800048828125,3.0,9.0,288.32177734375
MaP,7436,0.3300000131130218,998.0,959.0,488.55999755859375,3.0,9.0,285.3748779296875
MaP,9929,0.3899999856948852,998.0,967.0,504.5499877929688,3.0,9.0,286.9079284667969
MaP,21414,0.6000000238418579,990.0,959.0,476.9400024414063,3.0,9.0,274.9390563964844
MaP,14611,0.3899999856948852,998.0,959.0,499.3599853515625,3.0,9.0,286.22265625
MaP,15730,3.490000009536743,990.0,990.0,472.989990234375,25.0,3.0,271.83721923828125
MaP,10114,0.3600000143051147,998.0,967.0,504.1600036621094,3.0,9.0,286.7782287597656
MaP,12629,0.3300000131130218,998.0,967.0,494.8299865722656,3.0,9.0,287.1121520996094
MaP,10114,0.3300000131130218,998.0,967.0,495.1300048828125,3.0,9.0,286.9856872558594
MaP,20331,0.4300000071525574,998.0,959.0,481.4100036621094,3.0,9.0,285.5639953613281
MaP,10103,0.3300000131130218,998.0,967.0,493.75,3.0,9.0,286.2580871582031
MaP,18878,0.3100000023841858,993.0,959.0,474.6000061035156,3.0,9.0,285.71307373046875
MaP,10031,0.3300000131130218,998.0,959.0,491.760009765625,3.0,9.0,283.6409606933594
MaP,7523,0.3400000035762787,999.0,959.0,499.0899963378906,3.0,9.0,288.6656799316406
MaP,24809,0.3100000023841858,998.0,967.0,501.2699890136719,3.0,9.0,283.415283203125
MaP,16738,0.4399999976158142,998.0,959.0,506.4299926757813,3.0,9.0,284.1919860839844
MaP,19403,0.5299999713897705,975.0,982.0,502.4100036621094,10.0,62.0,284.6739501953125
MaP,10103,0.3400000035762787,999.0,967.0,501.0799865722656,3.0,9.0,291.18756103515625
MaP,5051,0.3300000131130218,999.0,967.0,493.0,3.0,9.0,288.4845275878906
MaP,17101,0.3400000035762787,999.0,959.0,490.7699890136719,3.0,9.0,288.6568603515625
MaP,14894,0.3700000047683716,999.0,967.0,498.9599914550781,3.0,9.0,290.7785339355469
MaP,17219,0.3499999940395355,999.0,967.0,488.510009765625,3.0,9.0,291.24615478515625
MaP,14594,0.3799999952316284,998.0,959.0,489.6499938964844,3.0,9.0,286.0702819824219
MaP,14713,0.3899999856948852,999.0,959.0,493.0700073242188,3.0,9.0,293.838134765625
MaP,12539,0.3400000035762787,999.0,959.0,501.8900146484375,3.0,9.0,289.6099853515625
MaP,10031,0.3400000035762787,999.0,959.0,499.1900024414063,3.0,9.0,291.95489501953125
MaP,17723,0.3400000035762787,999.0,959.0,497.510009765625,3.0,9.0,291.6252136230469
MaP,21385,1.2000000476837158,998.0,982.0,525.77001953125,3.0,9.0,274.5202941894531
MaP,12629,0.3400000035762787,999.0,967.0,501.1799926757813,3.0,9.0,294.4479064941406
MaP,23700,0.6299999952316284,999.0,959.0,517.5900268554688,3.0,9.0,279.6054077148437
MaP,5063,0.3199999928474426,999.0,959.0,493.760009765625,3.0,9.0,292.1151733398437
MaP,20493,0.5699999928474426,999.0,959.0,496.9100036621094,3.0,9.0,288.8994445800781
MaP,21375,0.4699999988079071,999.0,959.0,484.2699890136719,3.0,9.0,286.5696105957031
MaP,12629,0.3400000035762787,999.0,967.0,503.8800048828125,3.0,9.0,292.1046142578125
MaP,21752,0.699999988079071,990.0,958.0,455.8800048828125,14.0,22.0,276.4758605957031
MaP,22572,1.4600000381469729,992.0,984.0,510.9400024414063,1.0,7.0,281.7807922363281
MaP,15289,1.309999942779541,987.0,904.0,490.1799926757813,8.0,21.0,284.88360595703125
MaP,18291,0.5199999809265137,992.0,999.0,537.719970703125,101.0,28.0,280.9042663574219
MaP,17240,0.6299999952316284,992.0,1000.0,495.0799865722656,1.0,42.0,285.6836853027344
MaP,13374,0.9399999976158142,992.0,1000.0,524.5900268554688,1.0,7.0,279.5395202636719
MaP,16861,1.340000033378601,992.0,999.0,513.02001953125,49.0,13.0,285.3080139160156
MaP,23755,0.8799999952316284,954.0,999.0,559.4299926757812,103.0,35.0,274.8480834960937
MaP,15633,0.449999988079071,992.0,956.0,524.510009765625,49.0,37.0,277.18218994140625
MaP,22488,0.800000011920929,970.0,999.0,474.7699890136719,1.0,35.0,294.4859924316406
MaP,21314,0.5299999713897705,992.0,1000.0,526.6300048828125,1.0,42.0,283.8505249023437
MaP,18446,0.7200000286102295,992.0,980.0,527.1400146484375,49.0,7.0,270.3110656738281
MaP,25668,1.0,992.0,1000.0,520.4199829101562,1.0,7.0,280.5937805175781
MaP,12732,1.5299999713897705,954.0,999.0,500.3500061035156,1.0,7.0,281.9981689453125
MaP,15003,0.6499999761581421,992.0,1000.0,508.4800109863281,1.0,42.0,289.02447509765625
MaP,10694,0.699999988079071,992.0,1000.0,527.52001953125,49.0,7.0,266.8763122558594
MaP,14889,1.4600000381469729,992.0,980.0,517.8800048828125,1.0,7.0,273.130126953125
MaP,19048,0.959999978542328,992.0,984.0,538.9400024414062,1.0,7.0,277.9218444824219
MaP,22514,1.5399999618530271,987.0,904.0,485.2699890136719,1.0,7.0,289.1745910644531
MaP,10628,0.9200000166893004,992.0,1000.0,530.7000122070312,1.0,7.0,273.77105712890625
MaP,18921,0.8899999856948853,992.0,1000.0,525.4099731445312,1.0,7.0,280.612548828125
MaP,17641,1.4700000286102295,992.0,984.0,517.0399780273438,1.0,7.0,288.95928955078125
MaP,23332,0.3600000143051147,992.0,984.0,521.8300170898438,1.0,21.0,275.3955383300781
MaP,18511,0.9700000286102296,992.0,1000.0,522.989990234375,1.0,7.0,283.0198059082031
MaP,9976,0.959999978542328,954.0,999.0,513.2999877929688,1.0,28.0,296.1895446777344
MaP,7598,1.2100000381469729,992.0,1000.0,496.239990234375,1.0,7.0,283.88092041015625
MaP,9866,1.5099999904632568,992.0,984.0,510.4200134277344,1.0,7.0,281.8285217285156
MaP,15353,1.1699999570846558,992.0,984.0,513.739990234375,1.0,7.0,283.6070251464844
MaP,12826,1.659999966621399,992.0,1000.0,512.9500122070312,1.0,7.0,288.032958984375
MaP,10237,1.6799999475479126,992.0,1000.0,516.1699829101562,1.0,7.0,290.9962463378906
MaP,7912,0.5699999928474426,992.0,1000.0,519.0700073242188,1.0,42.0,284.8185119628906
MaP,22660,1.6200000047683716,987.0,980.0,509.8399963378906,1.0,7.0,282.74273681640625
MaP,12412,1.6399999856948853,992.0,984.0,508.6099853515625,1.0,7.0,287.07080078125
MaP,15262,1.1799999475479126,992.0,984.0,517.010009765625,1.0,7.0,282.837158203125
MaP,10478,1.6200000047683716,992.0,1000.0,525.3400268554688,1.0,7.0,290.6787109375
MaP,13380,1.4299999475479126,987.0,999.0,505.3299865722656,3.0,13.0,271.7092590332031
MaP,18192,1.6200000047683716,992.0,984.0,520.6599731445312,1.0,7.0,285.3439636230469
MaP,10631,0.5799999833106995,992.0,984.0,524.739990234375,1.0,42.0,284.9066467285156
MaP,22329,1.1699999570846558,987.0,984.0,523.0900268554688,8.0,21.0,284.0023498535156
MaP,4745,1.5099999904632568,987.0,980.0,496.239990234375,27.0,13.0,280.3597106933594
MaP,15518,1.1699999570846558,992.0,984.0,513.22998046875,1.0,7.0,283.9203491210937
MaP,18117,1.2999999523162842,992.0,984.0,516.1599731445312,1.0,7.0,289.6812438964844
MaP,10479,1.2699999809265137,992.0,984.0,523.97998046875,1.0,7.0,293.1382141113281
MaP,18755,1.149999976158142,992.0,984.0,529.9400024414062,1.0,7.0,288.9692687988281
MaP,10639,1.149999976158142,992.0,984.0,527.6199951171875,1.0,7.0,288.02587890625
MaP,13146,1.1699999570846558,992.0,984.0,525.4400024414062,1.0,7.0,288.57427978515625
MaP,13857,0.8600000143051147,989.0,1000.0,509.5,4.0,42.0,296.4814453125
MaP,8038,1.1399999856948853,992.0,984.0,527.0499877929688,1.0,7.0,288.3710632324219
MaP,18527,1.1799999475479126,992.0,984.0,529.0700073242188,1.0,7.0,289.3901062011719
MaP,10647,1.149999976158142,992.0,984.0,529.030029296875,1.0,7.0,288.5153503417969
MaP,24384,1.2799999713897705,992.0,980.0,522.030029296875,1.0,7.0,282.5471496582031
MaP,21434,1.1399999856948853,992.0,984.0,528.22998046875,1.0,7.0,289.1856689453125
MaP,18527,1.1699999570846558,992.0,984.0,527.3599853515625,1.0,7.0,289.6010437011719
MaP,18527,1.159999966621399,992.0,984.0,524.6400146484375,1.0,7.0,289.2345275878906
MaP,5125,0.8999999761581421,992.0,980.0,531.9199829101562,49.0,21.0,274.86016845703125
MaP,8136,0.4699999988079071,992.0,984.0,534.7999877929688,1.0,42.0,278.6616516113281
MaP,16302,0.4900000095367431,992.0,984.0,535.0900268554688,1.0,42.0,280.563232421875
MaP,22203,0.5,992.0,975.0,554.5999755859375,7.0,37.0,284.5472106933594
MaP,24183,0.5,992.0,980.0,529.6099853515625,1.0,42.0,276.8544921875
MaP,16260,0.4900000095367431,992.0,980.0,534.3300170898438,1.0,42.0,279.6878662109375
MaP,16030,0.5600000023841858,992.0,980.0,530.1099853515625,1.0,42.0,281.90643310546875
MaP,21262,1.3799999952316284,992.0,999.0,506.9599914550781,49.0,13.0,293.3905639648437
MaP,21153,0.8600000143051147,970.0,975.0,516.2100219726562,20.0,37.0,270.9701538085937
MaP,11323,0.8299999833106995,970.0,1000.0,489.8900146484375,3.0,42.0,287.4743347167969
MiW,2081,2.789999961853028,1000.0,995.0,469.1600036621094,3.0,5.0,320.5930480957031
MiW,3981,1.2999999523162842,986.0,997.0,459.5700073242188,12.0,26.0,282.8828430175781
MiW,11077,2.0199999809265137,1000.0,995.0,485.7099914550781,3.0,5.0,318.8990783691406
MiW,5900,1.909999966621399,1000.0,995.0,490.7900085449219,3.0,5.0,315.1377258300781
MiW,3994,1.919999957084656,1000.0,995.0,487.0499877929688,3.0,5.0,302.7537841796875
MiW,2048,3.1600000858306885,1000.0,995.0,492.30999755859375,3.0,5.0,311.0616760253906
MiW,9644,1.9600000381469729,1000.0,974.0,485.5,18.0,5.0,313.9894714355469
MiW,1997,1.9299999475479128,1000.0,995.0,490.6000061035156,3.0,5.0,304.04180908203125
MiW,12062,1.809999942779541,991.0,995.0,500.3800048828125,44.0,5.0,320.0825500488281
MiW,1997,1.9299999475479128,1000.0,995.0,489.6700134277344,3.0,5.0,303.6898498535156
MiW,11081,1.899999976158142,1000.0,974.0,474.0700073242188,3.0,5.0,315.2275695800781
MiW,10553,1.8799999952316284,992.0,995.0,469.760009765625,2.0,5.0,307.7304382324219
MiW,7094,0.9300000071525574,957.0,997.0,481.1400146484375,2.0,6.0,290.2751159667969
MiW,12675,1.940000057220459,1000.0,995.0,469.4800109863281,3.0,5.0,322.04864501953125
MiW,7470,2.069999933242798,1000.0,995.0,477.5700073242188,3.0,5.0,312.1247253417969
MiW,6017,1.8799999952316284,1000.0,995.0,490.9200134277344,3.0,5.0,309.3177490234375
MiW,5561,1.9700000286102293,1000.0,995.0,468.8800048828125,3.0,5.0,316.8926696777344
MiW,7350,1.950000047683716,1000.0,995.0,468.7000122070313,3.0,5.0,315.01519775390625
MiW,8969,2.450000047683716,991.0,995.0,469.7799987792969,25.0,5.0,309.7300109863281
MiW,9057,1.9700000286102293,1000.0,995.0,477.8399963378906,3.0,5.0,311.67510986328125
MiW,10864,1.9800000190734863,1000.0,995.0,474.1000061035156,3.0,5.0,319.0285949707031
MiW,8977,2.009999990463257,1000.0,995.0,469.9299926757813,3.0,5.0,310.29034423828125
MiW,11450,1.9700000286102293,1000.0,995.0,493.5199890136719,3.0,5.0,318.0439758300781
MiW,6354,3.259999990463257,1000.0,995.0,484.7799987792969,3.0,5.0,314.0482177734375
MiW,5381,1.9800000190734863,1000.0,995.0,461.9599914550781,3.0,5.0,318.2766418457031
MiW,8673,1.9900000095367432,1000.0,995.0,460.8299865722656,3.0,5.0,320.10260009765625
MiW,14393,2.039999961853028,1000.0,995.0,462.4200134277344,3.0,5.0,316.1432189941406
MiW,5387,2.0299999713897705,1000.0,995.0,472.25,3.0,5.0,306.9486694335937
MiW,8525,1.9800000190734863,1000.0,995.0,454.7000122070313,3.0,5.0,312.5492858886719
MiW,6978,2.0199999809265137,1000.0,995.0,459.6499938964844,3.0,5.0,308.1673583984375
MiW,11985,2.0899999141693115,1000.0,995.0,470.5,3.0,5.0,311.8957824707031
MiW,15291,2.0,1000.0,995.0,491.8599853515625,3.0,5.0,310.986572265625
MiW,8586,2.140000104904175,1000.0,995.0,477.55999755859375,3.0,5.0,314.4862670898437
MiW,13840,2.0999999046325684,1000.0,995.0,479.9299926757813,3.0,5.0,314.287353515625
MiW,5839,1.090000033378601,990.0,995.0,468.3999938964844,9.0,28.0,309.7539978027344
MiW,8561,2.0999999046325684,1000.0,995.0,477.9700012207031,3.0,5.0,313.55029296875
MiW,3537,2.1700000762939453,1000.0,995.0,475.25,3.0,5.0,314.2232666015625
MiW,8855,2.039999961853028,1000.0,995.0,483.9200134277344,3.0,5.0,319.20123291015625
MiW,6820,2.109999895095825,1000.0,995.0,477.6499938964844,3.0,5.0,312.9301452636719
MiW,11691,2.150000095367432,1000.0,995.0,473.3399963378906,3.0,5.0,315.2167663574219
MiW,12407,2.109999895095825,1000.0,995.0,484.3200073242188,3.0,5.0,314.1039733886719
MiW,5136,2.119999885559082,1000.0,995.0,471.1900024414063,3.0,5.0,311.6427001953125
MiW,8855,2.0999999046325684,1000.0,995.0,487.5499877929688,3.0,5.0,317.2476806640625
MiW,6820,2.140000104904175,1000.0,995.0,478.3399963378906,3.0,5.0,312.6621398925781
MiW,8855,2.109999895095825,1000.0,995.0,488.010009765625,3.0,5.0,316.8359375
MiW,8676,2.700000047683716,1000.0,995.0,496.1300048828125,3.0,5.0,314.8806457519531
MiW,5136,2.130000114440918,1000.0,995.0,474.05999755859375,3.0,5.0,313.0978088378906
MiW,10627,2.0999999046325684,1000.0,995.0,480.5400085449219,3.0,5.0,315.4364929199219
MiW,6820,2.140000104904175,1000.0,995.0,480.75,3.0,5.0,314.4526062011719
MiW,14184,2.1600000858306885,1000.0,995.0,483.239990234375,3.0,5.0,318.112060546875
MiW,5306,2.190000057220459,1000.0,995.0,486.7999877929688,3.0,5.0,316.1664733886719
MiW,6038,1.7899999618530271,1000.0,995.0,498.3299865722656,3.0,5.0,321.52166748046875
MiW,3986,1.7300000190734863,1000.0,995.0,492.5,3.0,5.0,312.4081420898437
MiW,1997,1.919999957084656,1000.0,995.0,483.6499938964844,3.0,5.0,304.9285583496094
MiW,3929,1.7599999904632568,1000.0,995.0,496.010009765625,3.0,5.0,318.2490539550781
MaP,16344,8.630000114440918,986.0,951.0,486.739990234375,5.0,1.0,296.8099365234375
MaP,15896,6.170000076293945,942.0,970.0,444.2099914550781,5.0,1.0,304.8990173339844
MaP,10187,3.4800000190734863,982.0,940.0,462.6300048828125,5.0,1.0,287.7143249511719
MaP,5565,2.559999942779541,967.0,961.0,516.4600219726562,5.0,1.0,305.72369384765625
MaP,21216,5.429999828338623,986.0,940.0,489.8900146484375,5.0,1.0,296.9418334960937
MaP,16207,2.5899999141693115,967.0,961.0,503.7099914550781,5.0,1.0,308.602783203125
MaP,8113,2.619999885559082,967.0,961.0,507.8699951171875,5.0,1.0,305.4013366699219
MaP,21147,5.679999828338623,967.0,961.0,511.739990234375,5.0,1.0,314.27392578125
MaP,6096,0.6600000262260437,982.0,971.0,437.6600036621094,1.0,11.0,279.3248291015625
MaP,15699,0.8299999833106995,968.0,961.0,433.25,1.0,21.0,290.2152099609375
MaP,18912,8.289999961853027,925.0,970.0,478.5400085449219,5.0,1.0,294.3735046386719
MaP,19061,8.5,982.0,940.0,466.80999755859375,15.0,1.0,289.1160583496094
MaP,14461,1.0399999618530271,982.0,971.0,491.5700073242188,5.0,21.0,301.92047119140625
MaP,11596,8.460000038146973,986.0,951.0,483.5,5.0,1.0,293.95562744140625
MaP,14376,0.6899999976158142,982.0,971.0,503.7900085449219,5.0,21.0,281.1420288085937
MaP,22375,3.0899999141693115,967.0,970.0,489.1499938964844,5.0,1.0,302.2308654785156
MaP,17733,8.859999656677246,986.0,970.0,452.239990234375,5.0,1.0,317.2189636230469
MaP,7523,1.0499999523162842,961.0,971.0,421.8900146484375,1.0,11.0,285.50341796875
MaP,15140,8.699999809265137,968.0,961.0,454.2200012207031,5.0,1.0,279.0653076171875
MaP,15769,0.8299999833106995,968.0,971.0,464.1400146484375,5.0,23.0,272.182373046875
MaP,17640,8.579999923706055,942.0,961.0,466.6600036621094,5.0,1.0,287.78228759765625
MaP,16915,8.430000305175781,986.0,961.0,489.9700012207031,5.0,1.0,299.18707275390625
MaP,13477,8.399999618530273,942.0,970.0,460.8500061035156,5.0,1.0,307.3972473144531
MaP,20135,2.8499999046325684,982.0,971.0,468.75,1.0,1.0,291.20654296875
MaP,21780,8.329999923706055,942.0,951.0,462.1000061035156,5.0,1.0,297.2029113769531
MaP,9664,0.5299999713897705,961.0,971.0,491.0499877929688,1.0,93.0,281.3797912597656
MaP,15310,2.799999952316284,982.0,961.0,468.5899963378906,1.0,1.0,299.4936828613281
MaP,18176,8.84000015258789,986.0,940.0,474.5299987792969,5.0,1.0,300.0928955078125
MaP,21521,0.6800000071525574,987.0,963.0,481.5299987792969,1.0,11.0,280.8104248046875
MaP,18599,8.380000114440918,967.0,951.0,463.6400146484375,5.0,1.0,306.67449951171875
MaP,20302,5.989999771118164,942.0,940.0,455.1000061035156,5.0,1.0,296.4294128417969
MaP,12358,5.670000076293945,967.0,971.0,491.0400085449219,5.0,1.0,294.572021484375
MaP,8568,7.699999809265137,986.0,961.0,466.2200012207031,5.0,1.0,283.1214904785156
MaP,17672,5.769999980926514,942.0,961.0,469.9100036621094,5.0,1.0,307.9198303222656
MaP,7618,7.940000057220459,961.0,961.0,417.25,5.0,1.0,284.9591064453125
MaP,20844,6.170000076293945,982.0,940.0,494.25,1.0,1.0,302.01593017578125
MaP,13310,3.0999999046325684,982.0,940.0,472.3200073242188,1.0,1.0,305.7220153808594
MaP,20905,2.7699999809265137,982.0,940.0,486.4800109863281,1.0,1.0,287.70819091796875
MaP,9454,5.590000152587891,967.0,961.0,460.8399963378906,5.0,1.0,296.4114074707031
MaP,5680,11.260000228881836,990.0,963.0,479.7200012207031,78.0,1.0,286.22705078125
MaP,7115,5.78000020980835,982.0,961.0,487.7099914550781,5.0,1.0,289.5915832519531
MaP,13891,2.8299999237060547,982.0,961.0,477.2300109863281,1.0,1.0,307.39996337890625
MaP,13980,2.819999933242798,982.0,961.0,486.4299926757813,1.0,1.0,310.5517578125
MaP,17083,2.700000047683716,982.0,961.0,488.2900085449219,5.0,1.0,301.1749572753906
MaP,19648,2.759999990463257,982.0,961.0,483.80999755859375,1.0,1.0,306.31884765625
MaP,11447,5.739999771118164,982.0,929.0,473.5299987792969,1.0,1.0,283.63507080078125
MaP,7088,5.809999942779541,982.0,938.0,478.3699951171875,5.0,1.0,286.1921691894531
MaP,10512,2.6700000762939453,986.0,961.0,497.1600036621094,5.0,1.0,306.7623596191406
MaP,7552,2.7699999809265137,982.0,938.0,496.739990234375,5.0,1.0,300.2085266113281
MaP,8191,2.5799999237060547,967.0,961.0,510.25,5.0,1.0,300.8354187011719
MaP,16376,2.990000009536743,990.0,951.0,492.80999755859375,67.0,3.0,276.4874267578125
MaP,9748,2.7799999713897705,982.0,961.0,489.7099914550781,1.0,1.0,310.30035400390625
MaP,16728,2.799999952316284,982.0,961.0,487.75,1.0,1.0,311.7721252441406
MaP,9955,2.7300000190734863,982.0,961.0,494.9400024414063,1.0,1.0,304.5382385253906
MaP,10757,2.609999895095825,967.0,961.0,518.7999877929688,5.0,1.0,308.3441467285156
MaP,21952,5.889999866485596,967.0,970.0,490.0799865722656,5.0,1.0,316.1341552734375
MaP,25285,5.75,967.0,961.0,501.8900146484375,5.0,1.0,310.4940795898437
MaP,13320,2.619999885559082,967.0,970.0,498.3800048828125,5.0,1.0,316.6819763183594
MaP,21047,5.710000038146973,967.0,970.0,516.0399780273438,5.0,1.0,318.0473327636719
MaP,17489,2.7699999809265137,961.0,961.0,505.6499938964844,1.0,1.0,300.44403076171875
MaP,5416,2.5799999237060547,967.0,961.0,508.8999938964844,5.0,1.0,303.5379638671875
MaP,20702,1.100000023841858,987.0,971.0,467.6400146484375,1.0,11.0,285.4916381835937
MaP,25813,2.720000028610229,967.0,961.0,509.7099914550781,5.0,1.0,302.31646728515625
MaP,22137,2.569999933242798,967.0,961.0,523.2999877929688,5.0,1.0,303.5946655273437
MaP,18257,2.700000047683716,967.0,961.0,513.5800170898438,5.0,1.0,307.2557678222656
MaP,13721,2.569999933242798,967.0,970.0,507.8900146484375,5.0,1.0,305.7066955566406
MaP,24862,2.75,967.0,961.0,489.7099914550781,5.0,1.0,311.3320007324219
MaP,21714,2.5799999237060547,967.0,961.0,509.6000061035156,5.0,1.0,307.1383056640625
MaP,5465,2.5799999237060547,967.0,961.0,511.6099853515625,5.0,1.0,302.0634460449219
MaP,10817,2.650000095367432,967.0,961.0,524.7999877929688,5.0,1.0,306.2023620605469
MaP,10817,2.650000095367432,967.0,961.0,524.3300170898438,5.0,1.0,306.3942565917969
MaP,24137,8.479999542236328,986.0,961.0,493.8800048828125,5.0,1.0,314.5173645019531
MaP,10393,1.4500000476837158,917.0,970.0,397.3699951171875,5.0,11.0,277.5673217773437
MaP,13845,2.5799999237060547,967.0,970.0,514.47998046875,5.0,1.0,307.7656555175781
MaP,27408,2.650000095367432,967.0,970.0,527.6699829101562,5.0,1.0,311.7074584960937
MaP,11037,2.5899999141693115,967.0,961.0,522.0999755859375,5.0,1.0,306.1559143066406
MaP,10930,2.5899999141693115,967.0,961.0,520.8099975585938,5.0,1.0,301.9945678710937
MaP,13347,2.6600000858306885,967.0,961.0,519.1799926757812,5.0,1.0,307.1925354003906
MaP,16226,2.650000095367432,967.0,961.0,524.1599731445312,5.0,1.0,306.9944763183594
MaP,15809,2.690000057220459,967.0,961.0,516.510009765625,5.0,1.0,309.8619079589844
MaP,18541,2.6700000762939453,967.0,961.0,518.0399780273438,5.0,1.0,308.4670104980469
MaP,8193,2.609999895095825,967.0,961.0,509.6700134277344,5.0,1.0,307.02203369140625
MaP,11028,2.5799999237060547,967.0,961.0,523.0399780273438,5.0,1.0,304.6245422363281
MaP,17124,0.8399999737739563,982.0,971.0,431.7799987792969,1.0,11.0,282.701416015625
MaP,8113,2.619999885559082,967.0,961.0,507.3800048828125,5.0,1.0,303.5633239746094
MaP,26188,5.679999828338623,967.0,961.0,519.3200073242188,5.0,1.0,313.6963195800781
MaP,13520,2.619999885559082,967.0,961.0,517.469970703125,5.0,1.0,313.9576110839844
MaP,10912,2.5999999046325684,967.0,961.0,519.3300170898438,5.0,1.0,305.72808837890625
MaP,10960,2.5899999141693115,967.0,961.0,522.280029296875,5.0,1.0,309.163818359375
MaP,5507,2.569999933242798,967.0,961.0,513.2999877929688,5.0,1.0,302.9303283691406
MaP,5565,2.559999942779541,967.0,961.0,513.2999877929688,5.0,1.0,308.3053894042969
MaP,16189,2.609999895095825,967.0,961.0,514.27001953125,5.0,1.0,305.9882507324219
MaP,22260,2.5799999237060547,967.0,961.0,520.219970703125,5.0,1.0,310.5172119140625
MaP,16237,2.630000114440918,967.0,961.0,511.8299865722656,5.0,1.0,313.1626892089844
MaP,12934,3.670000076293945,986.0,951.0,453.8599853515625,1.0,1.0,308.4808044433594
MaP,21216,5.420000076293945,986.0,940.0,483.9100036621094,5.0,1.0,299.1468811035156
MaP,18541,2.6600000858306885,967.0,961.0,513.4099731445312,5.0,1.0,310.4596252441406
MaP,13733,2.619999885559082,967.0,961.0,523.02001953125,5.0,1.0,314.7469177246094
MaP,5565,2.559999942779541,967.0,961.0,513.1300048828125,5.0,1.0,308.8958435058594
MaP,5565,2.559999942779541,967.0,961.0,512.6599731445312,5.0,1.0,309.0683288574219
MaP,18596,2.640000104904175,967.0,961.0,507.1799926757813,5.0,1.0,309.4845886230469
MaP,19313,2.569999933242798,967.0,961.0,510.0700073242188,5.0,1.0,308.9833679199219
MaP,8113,2.619999885559082,967.0,961.0,506.739990234375,5.0,1.0,304.3257141113281
MaP,19194,2.569999933242798,967.0,961.0,508.2099914550781,5.0,1.0,307.5663146972656
MaP,13733,2.5999999046325684,967.0,961.0,509.1900024414063,5.0,1.0,312.8971862792969
Default,23678,0.7300000190734863,991.0,985.0,538.2100219726562,8.0,48.0,298.83905029296875
Default,6693,0.550000011920929,999.0,982.0,475.7000122070313,3.0,37.0,308.3233642578125
Default,12991,2.2699999809265137,999.0,959.0,507.9100036621094,3.0,5.0,302.7711181640625
Default,6660,0.699999988079071,999.0,982.0,501.6900024414063,8.0,37.0,313.3507080078125
Default,15550,0.6399999856948853,999.0,978.0,497.1799926757813,17.0,37.0,307.8258361816406
Default,10356,3.940000057220459,999.0,980.0,499.989990234375,3.0,3.0,314.1300354003906
Default,6639,1.600000023841858,999.0,959.0,490.1600036621094,3.0,5.0,307.49169921875
Default,6334,1.649999976158142,999.0,959.0,483.6099853515625,3.0,5.0,295.9906616210937
Default,12752,2.299999952316284,999.0,980.0,496.8500061035156,3.0,5.0,311.70953369140625
Default,12480,2.2100000381469727,999.0,959.0,479.3800048828125,3.0,5.0,298.12115478515625
Default,8135,3.819999933242798,999.0,959.0,473.760009765625,3.0,3.0,300.61187744140625
Default,3987,3.3299999237060547,999.0,959.0,475.3599853515625,3.0,3.0,298.9967956542969
Default,4399,2.359999895095825,999.0,982.0,493.2699890136719,8.0,5.0,309.33038330078125
